gene	orthogroup	orthogroup_support	reference_ortholog	reference_support
IchthyosporeaEP00126Sphaerothecumdestruens_14610575__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3821394__CHOD_MYCTU_Cholesterol_oxidase_OS_	OG1	1.0		
MetazoaPoriferaEphydatiamuelleri_4924395__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5631335__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
PluriformeaEP00127Corallochytriumlimacisporum_21623212__CRTD_HALJP_Carotenoid_3_4-desaturase_OS_	OG1	1.0		
MetazoaCnidariaHydramagnapapillata_3270605__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5869318__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaMontastraeacavernosa_3333986__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23047449__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2808349__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4079935__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12434206__RETST_MOUSE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
FungiEP00150Ustilagomaydis_13255217__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
FungiRhizopusmicrosporusUP000242254_13428426__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
MetazoaPlacozoaEP00114TrichoplaxspH2_4507063__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14047376__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14711943__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14064560__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5887575__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14630562__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12399764__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaClytiahemisphaerica_3075459__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaAnnelidaHelobdellarobusta_86299__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12433430__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14310292__CRTS2_ONCHC_Prolycopene_isomerase_2__chloroplastic_OS_	OG1	1.0		
MetazoaTardigradaRamazzotiusvarieornatus_5280046__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14282576__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14559531__RAE1_RAT_Rab_proteins_geranylgeranyltransferase_component_A_1_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4670745__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3783223__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaEP00738Chloropiconprimus_8601418__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575293__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaStylissacarteri_5080677__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00040Diaphanoecagrandis_10891964__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaHydramagnapapillata_3269844__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaAnnelidaEP00103Capitellateleta_61121__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12410137__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575284__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14687114__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14614349__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26545774__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3819697__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1285572__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14074786_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2046046__SOX_BOVIN_Peroxisomal_sarcosine_oxidase_OS_	OG1	1.0		
MetazoaMolluscaEP00106Octopusbimaculoides_4171371__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3049334_	OG1	1.0		
MetazoaVertebrateDaniorerio_5432026__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateEptatretusburgeri_6386893__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6357847__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12433168__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellateaMonosigabrevicollisUP000001357_11429222__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12433009__RETST_MOUSE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14077861__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
RhodophytaEP00185Porphyridiumpurpureum_23045816__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaAstreoporasp_3046824__GDIA_MACFA_Rab_GDP_dissociation_inhibitor_alpha_OS_	OG1	1.0		
MetazoaUrochordataEP00059Cionaintestinalis_5336068__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
FungiSpizellomycespunctatusUP000053201_13454624__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_201050__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
IchthyosporeaSphaeroformaarcticaUP000054560_14628897__RETST_MOUSE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4578416__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26549250__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26545773__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaGorgoniaventalina_3229427__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaHaliclonatubifera_4953165__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CollodictyonidaeEP00002Diphylleiarotans_11662306__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14291051__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11115969__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10751410__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCtenophoraMnemiopsisleidyi_3731528__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6358919__PAO3_ARATH_Polyamine_oxidase_3_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4059515__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
CentroplasthelidaEP00300ChoanocystisspHF7_5599542__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1296490__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7481951__CRTI_NEUCR_Phytoene_desaturase_OS_	OG1	1.0		
ChloroplastidaEP00738Chloropiconprimus_8600709__CRTSO_SOLLC_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14278943__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
IchthyosporeaEP00126Sphaerothecumdestruens_14612456__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaLeucosoleniacomplicata_5054340__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00319Phaeocystisglobosa_14055268__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7477160__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
StramenopilesPhytophthorainfestansUP000006643_26370461__GDI1_SCHPO_Probable_secretory_pathway_GDP_dissociation_inhibitor_1_OS_	OG1	1.0		
MetazoaCnidariaGorgoniaventalina_3233289__PYRD2_MOUSE_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaEP00118Oscarellapearsei_4816818__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23117620__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575272__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBrachiopodaLingulaunguis_1296485__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaAcoelaHofsteniamiamia_22315__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaArabidopsisthalianaUP000006548_5883343__CRTS1_ONCHC_Prolycopene_isomerase_1__chloroplastic_OS_	OG1	1.0		
HeteroloboseaEP00761Pharyngomonaskirbyi_14484660__CRTN_METSP_4_4_-diapophytoene_desaturase__4_4_-diapolycopene-forming__OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12428017__RETST_RAT_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12434205__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10754063__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00037Helgoecanana_10791578__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
GlaucophytaEP00276Gloeochaetewittrockiana_13491185__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
ChoanoflagellateaMonosigabrevicollisUP000001357_11426441__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14562951__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaEP00738Chloropiconprimus_8603990__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaEchinodermataEP00057Strongylocentrotuspurpuratus_3810501__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4575282__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaEphydatiamuelleri_4930741__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2107156__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaPoriferaHaliclonatubifera_4955456__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3282764__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26516291__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChloroplastidaChlamydomonasreinhardtiiUP000006906_6369181__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3073983__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaEchinodermataAcanthasterplanci_3783240__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
IchthyosporeaEP00126Sphaerothecumdestruens_14604284__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7481953__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
CollodictyonidaeEP00002Diphylleiarotans_11662305__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00047Mylnosigafluctuans_11121127__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
AmoebozoaEP00007CuneaspBSH02190019_4983108__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3071538__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2785668__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
FungiFusariumoxysporumUP000002489_13354536__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaMolluscaLottiagigantea_4218391__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2806043__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaHaliclonatubifera_4960837__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00039Didymoecacostata_10862704__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5420438__RTSTL_DANRE_Inactive_all-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaFungiascutaria_3188958__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
RotosphaeridaEP00160Parvulariaatlantis_23171916__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00035Acanthoecaspectabilis_10736829__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
IchthyosporeaEP00123Amoebidiumparasiticum_14558467__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
StramenopilesPhytophthorainfestansUP000006643_26369901__PYRD2_MOUSE_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3291206__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
ChloroplastidaEP00738Chloropiconprimus_8601838__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaVertebrateHomosapiens_6463091__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAnthopleuraelegantissima_3014658__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
RhodelphisEP00736Rhodelphismarinus_22800152__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14285526__CRTSO_ARATH_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
ChloroplastidaEP00248Marchantiapolymorpha_7463843__CRTS2_ONCHC_Prolycopene_isomerase_2__chloroplastic_OS_	OG1	1.0		
MetazoaPoriferaEphydatiamuelleri_4924394__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_193400__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCephalochordataBranchiostomabelcheri_2798499__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
RhodophytaGaldieriasulphurariaUP000030680_23114504__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14303239__CRTSO_DAUCA_Prolycopene_isomerase__chloroplastic_OS_	OG1	1.0		
RotosphaeridaFonticulaalbaUP000030693_23193695__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26516292__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
ChoanoflagellataEP00045Choanoecaperplexa_11087394__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3067113__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaArthropodaDaphniapulex_195235__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaRotiferaBrachionusplicatilis_5246200__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaUrochordataOikopleuradioica_5369373__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
HeteroloboseaEP00761Pharyngomonaskirbyi_14480847__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCtenophoraMnemiopsisleidyi_3725602__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaHemichordataSaccoglossuskowalevskii_4053678__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
HaptophytaEP00327Prymnesiumparvum_14306005__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPlacozoaHoilungiahongkongensis_4578417__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaSyconciliatum_5113424__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00050Salpingoecakvevrii_11197468__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
TelonemiaP00656Telonemasubtile_26515705__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateDaniorerio_5425038__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
EuglenozoaEP00668Euglenalonga_12432795__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
AlveolataEP00742ColponemidiaspColp10_4276618__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaHydramagnapapillata_3259038__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaMadracisauretenra_3274134__RETST_MACFA_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
FilastreaCapsasporaowczarzakiUP000008743_12979219__PYRD2_RAT_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaCnidariaHydramagnapapillata_3255771__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaVertebrateHomosapiens_6460861__RETST_HUMAN_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2168452__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaLeucosoleniacomplicata_4985355__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCnidariaAureliaGenome_3061481__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaNematodaCaenorhabditiselegans_4311509__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChloroplastidaEP00738Chloropiconprimus_8604142__CRTI_PHYB8_Phytoene_desaturase_OS_	OG1	1.0		
ChoanoflagellataEP00037Helgoecanana_10819830__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaCtenophoraPleurobrachiabachei_3762132__PYRD2_BOVIN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
ChoanoflagellataEP00039Didymoecacostata_10868813__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MalawimonadidaeEP00698Gefionellaokellyi_14691850__PYRD2_HUMAN_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
MetazoaBryozoaBugulaneritina_2309566__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
CryptophyceaeGuillardiathetaUP000011087_12249460__RETST_DANRE_All-trans-retinol_13_14-reductase_OS_	OG1	1.0		
MetazoaPoriferaAmphimedonqueenslandica_4707378__PYRD2_PONAB_Pyridine_nucleotide-disulfide_oxidoreductase_domain-containing_protein_2_OS_	OG1	1.0		
